ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_DELAY,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,MEDIAN_ARR_DELAY,MEAN_ARR_DELAY,Q1_ARR_DELAY,Q3_ARR_DELAY,Q0_ARR_DELAY,Q95_ARR_DELAY,MEDIAN_CARRIER_DELAY,MEAN_CARRIER_DELAY,Q1_CARRIER_DELAY,Q3_CARRIER_DELAY,Q0_CARRIER_DELAY,Q95_CARRIER_DELAY,MEDIAN_WEATHER_DELAY,MEAN_WEATHER_DELAY,Q1_WEATHER_DELAY,Q3_WEATHER_DELAY,Q0_WEATHER_DELAY,Q95_WEATHER_DELAY,MEDIAN_NAS_DELAY,MEAN_NAS_DELAY,Q1_NAS_DELAY,Q3_NAS_DELAY,Q0_NAS_DELAY,Q95_NAS_DELAY,MEDIAN_SECURITY_DELAY,MEAN_SECURITY_DELAY,Q1_SECURITY_DELAY,Q3_SECURITY_DELAY,Q0_SECURITY_DELAY,Q95_SECURITY_DELAY,MEDIAN_LATE_AIRCRAFT_DELAY,MEAN_LATE_AIRCRAFT_DELAY,Q1_LATE_AIRCRAFT_DELAY,Q3_LATE_AIRCRAFT_DELAY,Q0_LATE_AIRCRAFT_DELAY,Q95_LATE_AIRCRAFT_DELAY,MEDIAN_DEP_DELAY,MEAN_DEP_DELAY,Q1_DEP_DELAY,Q3_DEP_DELAY,Q0_DEP_DELAY,Q95_DEP_DELAY
BHM,TPA,10543,50072,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.5,4.25,-10.0,8.75,-12.399999999999999,34.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,10.25,0.0,34.84999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,7.0,-5.5,7.5,-6.7,37.499999999999986
BDL,MDW,15212,79129,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,-8.5,8.5,-15.299999999999999,15.299999999999997,2.5,2.5,1.25,3.75,0.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,9.0,0.6000000000000001,11.399999999999999,12.0,12.0,5.0,19.0,-0.5999999999999999,24.599999999999998
ATL,TPA,322097,50072,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.5,2.4,-6.75,6.75,-10.55,34.499999999999915,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.433333333333333,0.0,0.0,0.0,29.199999999999932,0.0,5.5,-2.75,6.0,-4.55,40.6999999999999
ORD,AVP,150532,1453,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-13.5,-10.0,-17.5,-6.0,-21.1,5.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,1.0,-7.25,1.75,-7.85,20.34999999999999
OAK,LAS,42979,120446,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0,-0.7142857142857143,-8.75,2.75,-11.05,14.35,0.0,0.5,0.0,0.0,0.0,2.4499999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,2.799999999999997,2.0,2.7857142857142856,-1.0,5.5,-5.05,13.499999999999996
TPA,MIA,50072,17748,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDX,SEA,43638,99601,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,1.9,-7.75,12.0,-18.700000000000003,23.549999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,6.049999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,18.49999999999999,-3.0,2.6,-4.0,9.0,-6.65,22.249999999999986
SEA,TUS,99601,10566,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10.0,-11.666666666666666,-14.0,-8.5,-17.2,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-4.0,-6.5,-2.0,-7.7,0.39999999999999947
LAX,IAH,152781,99268,14.0,0.0,0.0,0.0,5.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-6.0,-0.6428571428571429,-12.75,18.5,-20.75,22.099999999999998,0.0,2.7142857142857144,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0714285714285716,0.0,0.0,0.0,10.899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,12.599999999999994,3.0,9.214285714285714,0.0,16.25,-3.35,30.849999999999998
BOS,CLT,82073,74006,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,6.0,-9.0,16.0,-14.599999999999998,31.49999999999999,0.0,5.857142857142857,0.0,4.0,0.0,25.499999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,1.5,0.0,9.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.142857142857142,4.0,22.0,-4.199999999999999,30.599999999999994
STL,MSP,43005,106716,20.0,0.0,13.0,0.0,5.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.0,-3.1818181818181817,-14.0,3.0,-16.5,22.0,0.0,1.8181818181818181,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,2.5,-3.0,-0.36363636363636365,-6.0,2.0,-8.0,15.0
TPA,CLT,50072,74006,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10.0,-10.857142857142858,-14.0,-7.5,-17.4,-5.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-4.571428571428571,-6.0,-4.5,-7.4,0.19999999999999574
EWR,MKE,76557,25784,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.0,8.0,-7.5,18.5,-11.9,34.89999999999999,0.0,6.0,0.0,9.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.5,0.0,18.9,-1.0,16.0,-2.5,26.0,-3.7,47.599999999999994
ATL,STL,322097,43005,0.0,0.0,0.0,0.0,0.0,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.0,-2.923076923076923,-11.5,1.25,-15.75,20.25,0.0,2.769230769230769,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,2.5,-4.75,0.0,-6.0,23.5
DCA,ATL,51878,322097,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.5,-7.181818181818182,-17.25,-4.0,-22.95,14.399999999999991,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,10.449999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,-2.0,1.9090909090909092,-3.75,3.0,-6.8999999999999995,25.599999999999994
DEN,PHX,168003,115923,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0,0.42857142857142855,-14.0,3.0,-23.0,45.0,0.0,4.619047619047619,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5238095238095237,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,-2.0,4.142857142857143,-6.0,7.0,-7.0,42.0
DEN,MOT,168003,1163,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-7.5,-7.0,-14.25,-0.25,-17.25,3.9499999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,-5.0,-7.25,-4.25,-7.85,-0.05000000000000249
MCO,PHL,89682,45880,18.0,0.0,0.0,0.0,0.0,33.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,-0.14285714285714285,-7.0,5.5,-16.6,14.399999999999991,0.0,2.5714285714285716,0.0,0.0,0.0,12.599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.857142857142857,-6.0,4.0,-7.7,25.499999999999982
MCI,MKE,34569,25784,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.5,-4.5,-6.0,-4.0,-6.0,-1.6000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,-2.25,-0.75,-2.8499999999999996,-0.15000000000000036
JFK,SLC,58709,88398,0.0,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.0,-3.142857142857143,-12.5,6.5,-18.200000000000003,13.799999999999997,0.0,1.8571428571428572,0.0,0.0,0.0,9.09999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.3999999999999986,-3.0,4.571428571428571,-4.5,11.5,-7.1,25.09999999999999
JFK,FLL,58709,59958,0.0,0.0,0.0,0.0,0.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,9.23076923076923,-8.0,17.0,-18.0,53.39999999999999,0.0,4.769230769230769,0.0,0.0,0.0,25.799999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153846153846154,0.0,0.0,0.0,30.59999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076923076923077,0.0,0.0,0.0,10.799999999999962,5.0,10.923076923076923,0.0,11.0,-6.4,43.19999999999995
GRK,IAH,1461,99268,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
FLL,BWI,59958,79861,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,-7.75,-16.75,-4.25,-20.299999999999997,10.349999999999989,0.0,2.125,0.0,0.0,0.0,11.04999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,2.75,-5.5,11.25,-7.6499999999999995,17.199999999999996
SFO,FLL,127129,59958,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,6.75,-6.5,17.75,-14.899999999999999,31.54999999999999,0.0,0.5,0.0,0.5,0.0,1.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,4.25,0.0,14.449999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,13.599999999999994,9.5,11.0,7.0,13.5,7.0,17.099999999999998
DEN,FLL,168003,59958,10.0,0.0,21.0,0.0,0.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19.0,10.4,-9.0,22.0,-10.600000000000001,29.199999999999996,10.0,10.2,0.0,19.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,16.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.6,-4.0,31.0,-5.6000000000000005,31.8
ATL,ABE,322097,2063,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-11.0,-10.4,-16.0,-2.0,-21.6,-0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-6.0,1.0,-6.800000000000001,5.799999999999999
ORD,CLT,150532,74006,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.0,2.0,-7.5,2.5,-12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.636363636363637,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36363636363636365,-6.0,0.5,-7.0,11.5
SJC,PDX,32808,43638,0.0,0.0,14.0,0.0,45.0,45.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,8.25,-5.5,12.0,-14.95,49.899999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,9.099999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,8.25,0.0,40.8,-4.5,6.75,-5.75,10.25,-8.0,42.55
BNA,HOU,42788,46467,12.0,0.0,0.0,0.0,5.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1.3333333333333333,-7.0,11.5,-18.0,15.75,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,3.75,0.0,5.166666666666667,-3.25,13.75,-5.5,21.75
DTW,ATW,98159,2766,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-11.5,-13.25,-15.25,-9.5,-20.65,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,-5.75,-7.25,-4.0,-7.85,-4.0
OGG,LAX,17168,152781,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-3.5,-3.8333333333333335,-4.0,1.5,-17.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.75,2.75,-3.75,12.75
DFW,PHL,67470,45880,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.0,1.0,-16.5,11.0,-18.5,30.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,-0.5,26.0,-1.7,46.0
PDX,PHX,43638,115923,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.5,-0.25,-15.5,13.75,-19.1,20.349999999999994,0.0,3.25,0.0,3.25,0.0,11.049999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.25,0.0,7.649999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.5,-5.0,4.0,-7.4,11.199999999999996
BHM,MCO,10543,89682,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.0,5.25,-12.25,10.25,-13.0,49.04999999999999,0.0,6.375,0.0,0.0,0.0,33.14999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,24.69999999999998,2.0,11.75,-5.25,18.25,-6.649999999999999,50.3
ORD,ATW,150532,2766,0.0,0.0,0.0,0.0,0.0,-4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9.0,4.666666666666667,-12.25,25.75,-15.25,37.75,0.0,6.333333333333333,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,0.0,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,6.666666666666667,-4.0,-1.5,-4.0,41.75
LAS,BWI,120446,79861,6.0,0.0,9.0,0.0,9.0,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.0,0.375,-13.25,9.0,-17.25,28.549999999999997,0.0,0.75,0.0,0.0,0.0,3.899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.25,0.0,23.29999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,5.849999999999995,0.0,0.625,-2.5,1.25,-5.949999999999999,10.449999999999994
ATL,ECP,322097,4071,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-11.0,-7.285714285714286,-11.5,-3.5,-12.7,2.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.42857142857142855,-2.5,2.0,-4.4,7.899999999999995
ATL,JAN,322097,3729,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-4.0,-4.888888888888889,-12.0,1.0,-17.0,9.799999999999995,0.0,0.7777777777777778,0.0,0.0,0.0,4.1999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,4.799999999999997,-1.0,2.0,-3.0,6.0,-5.0,16.199999999999996
LIT,ORD,6561,150532,0.0,0.0,0.0,0.0,0.0,-8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5.0,-3.5,-10.5,2.0,-16.5,11.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,-3.75,-6.5,-1.75,-7.7,1.2499999999999982
DEN,GSO,168003,4540,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
ORD,CLE,150532,25087,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7.0,-7.769230769230769,-14.0,-3.0,-17.799999999999997,3.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.07692307692307693,-3.0,-1.0,-4.8,10.399999999999977
SFO,SLC,127129,88398,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.0,-9.285714285714286,-13.0,-3.5,-21.0,-1.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.5714285714285716,-6.5,-1.0,-7.7,4.899999999999995
DEN,FCA,168003,1678,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-17.5,-17.5,-18.75,-16.25,-19.75,-15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,-5.5,-5.75,-5.25,-5.949999999999999,-5.050000000000001
BOS,HOU,82073,46467,0.0,0.0,15.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.0,-1.3333333333333333,-9.5,4.0,-11.5,12.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.5,0.0,13.499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.3333333333333335,-3.0,-2.0,-3.0,-1.2000000000000002
OGG,HNL,17168,36100,0.0,0.0,0.0,0.0,37.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,3.793103448275862,-2.0,7.0,-7.0,26.99999999999999,0.0,0.8620689655172413,0.0,0.0,0.0,7.599999999999987,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413793103448276,0.0,0.0,0.0,17.199999999999985,-3.0,0.7586206896551724,-7.0,2.0,-8.0,22.199999999999996
ORD,MKE,150532,25784,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-9.0,-7.2,-12.0,0.5,-20.55,7.749999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.4,-6.0,-3.25,-7.550000000000001,11.099999999999977
DAL,SFO,57648,127129,0.0,0.0,0.0,0.0,0.0,-8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,7.6,1.0,7.0,-8.600000000000001,32.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,31.199999999999992,16.0,13.2,-4.0,18.0,-7.2,38.79999999999999
DAL,PHX,57648,115923,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,-3.75,-10.25,2.5,-10.85,3.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.5,6.5,-2.6999999999999997,19.69999999999999
