ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING
ABQ,DEN,15237,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HNL,OGG,36100,17168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
IND,MCI,20910,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BWI,ATL,79861,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JFK,JAX,58709,14089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EWR,PWM,76557,4107,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CMH,ATL,18917,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,CLE,152781,25087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
LAS,SFO,120446,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PHX,ELP,115923,8551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,DHN,322097,1085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PHX,PIT,115923,18607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
GSO,ORD,4540,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,FAR,150532,3189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CLE,LAS,25087,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JFK,FLL,58709,59958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,ORD,168003,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
FLL,ATL,59958,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,OAK,120446,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,OKC,322097,11634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTW,STL,98159,43005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ATL,MDW,322097,79129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IAH,LBB,99268,3117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LAS,LGB,120446,8995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PHL,CLT,45880,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SFO,TUS,127129,10566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SGU,DEN,1752,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HOU,BNA,46467,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SFO,DEN,127129,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BOS,PIT,82073,18607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OAK,DAL,42979,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DTW,IAH,98159,99268,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SJC,SLC,32808,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BNA,LAS,42788,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PBI,BOS,17131,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RNO,SAN,11105,60051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BNA,PNS,42788,4592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FAT,PDX,5700,43638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD,MHT,150532,5501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,SFO,150532,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SMF,ATL,32727,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RSW,LGA,19440,57313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DCA,MDW,51878,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DEN,RDU,168003,25897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTW,ORD,98159,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
OAK,BUR,42979,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LGA,CLE,57313,25087,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
JFK,ATL,58709,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAN,SJC,60051,32808,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BOI,PHX,12310,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RSW,CMH,19440,18917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,AUS,322097,33402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DTW,ELM,98159,1266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
JAN,IAH,3729,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
RDU,BDL,25897,15212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DTW,IAD,98159,24848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TUL,DFW,8878,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RSW,MKE,19440,25784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DEN,DAL,168003,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MDW,BNA,79129,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LGB,LAS,8995,120446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OAK,BUR,42979,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OKC,ATL,11634,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,MSY,322097,33936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BOS,RSW,82073,19440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,FNT,322097,3288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,SYR,98159,3794,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PDX,ORD,43638,150532,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
LAX,SAT,152781,22709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EWR,DEN,76557,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ATL,HOU,322097,46467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,MKE,150532,25784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MRY,LAX,1715,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHL,ORD,45880,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SFO,JFK,127129,58709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LEX,DTW,4019,98159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TPA,ATL,50072,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PIH,SLC,743,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SJC,SAN,32808,60051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AUS,MDW,33402,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DCA,MDW,51878,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,BNA,322097,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KOA,HNL,9290,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ANC,SEA,10015,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FAT,DEN,5700,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PDX,LGB,43638,8995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAX,SJC,152781,32808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,LAX,127129,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAX,PDX,152781,43638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IAH,TUL,99268,8878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PHX,SMF,115923,32727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SEA,MDW,99601,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BOS,PHL,82073,45880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OAK,HOU,42979,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
DCA,ATL,51878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CLT,SYR,74006,3794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JFK,SLC,58709,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SFO,RDU,127129,25897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IAD,SEA,24848,99601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DTW,CMH,98159,18917,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PHX,MSP,115923,106716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLT,TPA,74006,50072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC,IDA,88398,1801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SFO,CLT,127129,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,PHX,120446,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
LGA,MSP,57313,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BNA,TPA,42788,50072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DCA,HOU,51878,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BOS,MDW,82073,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SMF,IAD,32727,24848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ATL,MKE,322097,25784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BOS,LGA,82073,57313,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAT,LAS,22709,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
DTW,MSN,98159,6080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
IAD,LAS,24848,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BWI,HOU,79861,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TPA,LGA,50072,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAV,ATL,6049,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SFO,DEN,127129,168003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ITH,DTW,630,98159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SAN,ABQ,60051,15237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RDU,IAD,25897,24848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ATL,PNS,322097,4592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSC,DEN,2861,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OAK,SNA,42979,30716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BIS,MSP,1963,106716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
FLL,JFK,59958,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,LIH,127129,8556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LAX,PDX,152781,43638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DEN,SAT,168003,22709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,DFW,322097,67470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SFO,OGG,127129,17168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ATL,DFW,322097,67470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,LGA,322097,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATL,HPN,322097,5265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JFK,BUF,58709,14581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABE,DTW,2063,98159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DTW,ATL,98159,322097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AUS,JFK,33402,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MDW,SEA,79129,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DTW,LAS,98159,120446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAS,SLC,120446,88398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SJC,PDX,32808,43638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MIA,DTW,17748,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SNA,SJC,30716,32808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATL,TPA,322097,50072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGA,MCI,57313,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RSW,CLT,19440,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHX,OAK,115923,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SAN,DFW,60051,67470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
STL,BWI,43005,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CLT,FLL,74006,59958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,FWA,150532,3437,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
EWR,CLE,76557,25087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DFW,CLT,67470,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STL,DCA,43005,51878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLT,ALB,74006,8187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BNA,FLL,42788,59958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SAV,BOS,6049,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,CLE,127129,25087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ATL,RIC,322097,10915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STL,DTW,43005,98159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DAL,ELP,57648,8551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CMH,ORD,18917,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BWI,ORD,79861,150532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DEN,COS,168003,5986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SLC,HLN,88398,1255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SJC,LAX,32808,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OKC,ATL,11634,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DEN,SAT,168003,22709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BUR,OAK,20122,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SLC,PHX,88398,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMF,LAS,32727,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TPA,PHX,50072,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DFW,TXK,67470,527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,DEN,152781,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BTV,EWR,3215,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ITO,HNL,4881,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ORD,LGA,150532,57313,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLE,IAH,25087,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DAL,MCO,57648,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JFK,CLT,58709,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OKC,ATL,11634,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,BNA,322097,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,PHX,168003,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SEA,LAS,99601,120446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CMH,LGA,18917,57313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,MHT,150532,5501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
HOU,MEM,46467,10350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DFW,MIA,67470,17748,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATL,AVL,322097,2617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,CHA,322097,3809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAX,OAK,152781,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CID,ORD,3493,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LAX,SEA,152781,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SLC,GEG,88398,8303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BNA,BWI,42788,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DEN,IAH,168003,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD,DTW,150532,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BNA,BWI,42788,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IAD,BOS,24848,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHA,ATL,3809,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,CLT,150532,74006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ALB,TPA,8187,50072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAS,PDX,120446,43638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAX,PHX,152781,115923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MSY,LAX,33936,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,LAN,98159,1854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IAH,ORD,99268,150532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PHX,ONT,115923,15155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HOU,HRL,46467,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SMF,LAX,32727,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HOU,HRL,46467,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DEN,BWI,168003,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SFO,AUS,127129,33402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MSP,SNA,106716,30716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSP,FAR,106716,3189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHX,LAX,115923,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LAS,BNA,120446,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DEN,BOI,168003,12310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DTW,SFO,98159,127129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAX,LAS,152781,120446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BWI,FLL,79861,59958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BNA,HOU,42788,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,AUS,322097,33402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,LAX,79861,152781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MIA,SLC,17748,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FSD,ORD,3384,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,SAV,322097,6049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMF,PDX,32727,43638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IAD,SEA,24848,99601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
BHM,DEN,10543,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD,CLE,150532,25087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DEN,LAS,168003,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IND,RSW,20910,19440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PHX,RNO,115923,11105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAL,LAS,57648,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTW,ELM,98159,1266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DCA,MCI,51878,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ISN,MSP,927,106716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PNS,BNA,4592,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SBN,ATL,3795,322097,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
JFK,FLL,58709,59958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BNA,MDW,42788,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IAH,PHL,99268,45880,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ATL,RDU,322097,25897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMH,IAH,18917,99268,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DFW,TPA,67470,50072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BWI,DTW,79861,98159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,RSW,322097,19440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,IND,168003,20910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IND,EWR,20910,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MDW,BOS,79129,82073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SDF,TPA,7932,50072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BUR,OAK,20122,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HOU,MDW,46467,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IAH,DSM,99268,6125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MSY,BWI,33936,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DEN,IAD,168003,24848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LAX,ORD,152781,150532,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCI,STL,34569,43005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ONT,DEN,15155,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LIH,SEA,8556,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BWI,ORF,79861,8246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BNA,LGA,42788,57313,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ANC,BET,10015,308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IAH,ASE,99268,3659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LAX,OAK,152781,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
TPA,BNA,50072,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,EWR,322097,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD,MSN,150532,6080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CMH,DCA,18917,51878,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SAN,MCO,60051,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MCI,CLT,34569,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SJC,LAX,32808,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
