ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING
BOS,DTW,82073,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DEN,AUS,168003,33402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ORD,PHL,150532,45880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SNA,OAK,30716,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GSP,ATL,6025,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,DEN,150532,168003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAX,PHX,152781,115923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ATL,DTW,322097,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,MCI,168003,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,MSY,322097,33936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BUR,OAK,20122,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SPS,DFW,536,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
JFK,DCA,58709,51878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITO,HNL,4881,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
MOB,ORD,3481,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
IAH,RSW,99268,19440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IAH,MCI,99268,34569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLE,ORD,25087,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EWR,MCO,76557,89682,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATL,SAT,322097,22709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSP,JFK,106716,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RDU,BWI,25897,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SAN,SFO,60051,127129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,DAL,322097,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SAN,SFO,60051,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD,MHT,150532,5501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FAI,SEA,1739,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OKC,DTW,11634,98159,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MSP,MDW,106716,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PHX,PHL,115923,45880,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PHX,CLT,115923,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MDW,MCI,79129,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BNA,LGA,42788,57313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MCI,BNA,34569,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BOS,LGA,82073,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MKE,SEA,25784,99601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BNA,DTW,42788,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DEN,MFR,168003,2256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AUS,DEN,33402,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DEN,CLT,168003,74006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MDW,PIT,79129,18607,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MKE,LAS,25784,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SEA,BOI,99601,12310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ATL,CHA,322097,3809,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LAS,SEA,120446,99601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,ATL,150532,322097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,PHL,322097,45880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BNA,DCA,42788,51878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAX,IAH,152781,99268,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
BWI,PVD,79861,9706,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MEM,ATL,10350,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DAL,SAT,57648,22709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ABE,DTW,2063,98159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BWI,ORF,79861,8246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ALB,DTW,8187,98159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,PHL,322097,45880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,MYR,322097,3795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,DHN,322097,1085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SEA,MDW,99601,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DEN,SEA,168003,99601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PHX,DAL,115923,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,ROC,322097,5143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DFW,MSY,67470,33936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOS,LGA,82073,57313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD,RIC,150532,10915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,DCA,322097,51878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SMF,SEA,32727,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IND,MCO,20910,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,CHS,322097,11981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,PDX,322097,43638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,LAS,152781,120446,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SAN,ORD,60051,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ONT,DFW,15155,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCI,BOS,34569,82073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PHL,PHX,45880,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,TPA,79861,50072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IND,CLT,20910,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MKE,DEN,25784,168003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RDU,MCO,25897,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SMF,PHX,32727,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SNA,SLC,30716,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,CHS,322097,11981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EWR,CAK,76557,4321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,MSY,322097,33936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAS,RNO,120446,11105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PHX,OAK,115923,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SEA,SLC,99601,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PIT,DEN,18607,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
STL,SAT,43005,22709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,IND,322097,20910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CID,MSP,3493,106716,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BDL,DTW,15212,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BOS,DTW,82073,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD,DEN,150532,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MSP,MCI,106716,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MDW,LAX,79129,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BOS,MCO,82073,89682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BNA,MDW,42788,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MKE,CLE,25784,25087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,PHX,152781,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAS,DEN,120446,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
EWR,BUF,76557,14581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SNA,SEA,30716,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SEA,LAS,99601,120446,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TPA,ATL,50072,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCO,IAH,89682,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DTW,MSP,98159,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EWR,RSW,76557,19440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SFO,RDU,127129,25897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LGA,MIA,57313,17748,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CMH,PHX,18917,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IAH,FLL,99268,59958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
PHL,DEN,45880,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
GSP,EWR,6025,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
BOS,PIT,82073,18607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMH,MSP,18917,106716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,ATL,120446,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SAN,LAX,60051,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SEA,SFO,99601,127129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTW,MCO,98159,89682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DCA,DAL,51878,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PBI,JFK,17131,58709,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PVD,MCO,9706,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTW,CID,98159,3493,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OAK,SAN,42979,60051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DEN,GTF,168003,1265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IAH,ATL,99268,322097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ATL,PHL,322097,45880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,MCO,322097,89682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,EWR,150532,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PHX,ORD,115923,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CVG,TPA,12692,50072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TLH,ATL,2340,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DEN,MCO,168003,89682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SEA,DFW,99601,67470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATL,LGA,322097,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BOS,MDW,82073,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SAN,OAK,60051,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MSY,LGA,33936,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,AEX,322097,2328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PHX,DAL,115923,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MCI,MDW,34569,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JFK,LAS,58709,120446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,HOU,322097,46467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PHX,YUM,115923,1205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TPA,LGA,50072,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,BNA,98159,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JFK,PWM,58709,4107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAS,MCI,120446,34569,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BWI,FLL,79861,59958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DFW,SHV,67470,4175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EWR,PIT,76557,18607,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
EKO,SLC,387,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TPA,PHL,50072,45880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTW,DEN,98159,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LAS,JFK,120446,58709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ABQ,MCI,15237,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CLT,JAX,74006,14089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GSP,EWR,6025,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
BPT,DFW,486,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SFO,LAX,127129,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ECP,ATL,4071,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BNA,HOU,42788,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,CHA,322097,3809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CLE,BOS,25087,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AUS,HRL,33402,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HNL,DEN,36100,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DCA,MDW,51878,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KOA,HNL,9290,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
PHX,ORD,115923,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DEN,SFO,168003,127129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
BDL,ORD,15212,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SLC,LAX,88398,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BUF,MCO,14581,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SAT,IAH,22709,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
GRK,IAH,1461,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSP,ATL,106716,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,JFK,322097,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,MSP,168003,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BWI,MSP,79861,106716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MDW,STL,79129,43005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SJC,SEA,32808,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MDW,CMH,79129,18917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
OAK,LAS,42979,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
LAS,IAH,120446,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SLC,BWI,88398,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BNA,LAS,42788,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SEA,BOS,99601,82073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSY,OAK,33936,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTW,STL,98159,43005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GSP,DFW,6025,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PBI,HPN,17131,5265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RSW,DTW,19440,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,AGS,322097,2359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DEN,SBA,168003,3756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OAK,LAX,42979,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DTW,OKC,98159,11634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,BMI,322097,1193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
EWR,BOS,76557,82073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
LIT,ATL,6561,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,DEN,150532,168003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BWI,ATL,79861,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DCA,ATL,51878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOU,LAS,46467,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BZN,SLC,3484,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HOU,OKC,46467,11634,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,EWR,322097,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD,FSD,150532,3384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SLC,PHX,88398,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MIA,JFK,17748,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FLL,ATL,59958,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BNA,BWI,42788,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MSY,BWI,33936,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SLC,MFR,88398,2256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LGA,TPA,57313,50072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JFK,ORD,58709,150532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,SJC,322097,32808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,SBN,322097,3795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MKE,MCO,25784,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BOS,BWI,82073,79861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,CMH,98159,18917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CLT,MCO,74006,89682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHX,ATL,115923,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC,SFO,88398,127129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IAD,SFO,24848,127129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ATL,JAX,322097,14089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGB,SLC,8995,88398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND,ATL,20910,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PHX,LAX,115923,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SMF,LAX,32727,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DEN,SFO,168003,127129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TPA,MSP,50072,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MDW,BNA,79129,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,BNA,322097,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DCA,MCI,51878,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HOU,MDW,46467,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAK,ORD,4321,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
OAK,BUR,42979,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ORD,SLC,150532,88398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
SNA,OAK,30716,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ISP,BWI,4233,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,CLT,322097,74006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,IAD,127129,24848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
LAX,EWR,152781,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PIT,BWI,18607,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BDL,EWR,15212,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MCO,ROC,89682,5143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SAN,SMF,60051,32727,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
EWR,STL,76557,43005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EWR,PVD,76557,9706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BUF,ORD,14581,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FLL,MYR,59958,3795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ISP,BWI,4233,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HNL,LIH,36100,8556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SLC,IDA,88398,1801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DCA,MCO,51878,89682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MCI,ATL,34569,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FLL,PHL,59958,45880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,PHX,168003,115923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TPA,MDW,50072,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
STL,DAL,43005,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DCA,IAH,51878,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OMA,DEN,13645,168003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MCO,LAX,89682,152781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SFO,BUR,127129,20122,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DHN,ATL,1085,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SFO,JFK,127129,58709,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LAX,SEA,152781,99601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCO,FLL,89682,59958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
JAC,IAD,2522,24848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PHX,HNL,115923,36100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,LAX,120446,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LAS,SEA,120446,99601,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CLT,BWI,74006,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SEA,AUS,99601,33402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
