ORIGIN,DEST,UNIQUE_CARRIER,ORIGIN_DEGREE,DEST_DEGREE,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_IATA,ORIGIN_STATE,DEST_NAME,DEST_CITY,DEST_IATA,DEST_STATE
PHL,MCO,F9,45880,89682,Philadelphia International Airport,Philadelphia,PHL,PA,Orlando International Airport,Orlando,MCO,FL
MCI,MCO,WN,34569,89682,Kansas City International Airport,Kansas City,MCI,MO,Orlando International Airport,Orlando,MCO,FL
MCI,MCO,F9,34569,89682,Kansas City International Airport,Kansas City,MCI,MO,Orlando International Airport,Orlando,MCO,FL
PVD,MCO,WN,9706,89682,Theodore Francis Green State Airport,Providence,PVD,RI,Orlando International Airport,Orlando,MCO,FL
PVD,MCO,B6,9706,89682,Theodore Francis Green State Airport,Providence,PVD,RI,Orlando International Airport,Orlando,MCO,FL
DFW,MCO,AA,67470,89682,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Orlando International Airport,Orlando,MCO,FL
PHX,MCO,WN,115923,89682,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Orlando International Airport,Orlando,MCO,FL
PHX,MCO,AA,115923,89682,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Orlando International Airport,Orlando,MCO,FL
LAS,MCO,WN,120446,89682,McCarran International Airport,Las Vegas,LAS,NV,Orlando International Airport,Orlando,MCO,FL
DAL,MCO,WN,57648,89682,Dallas Love Field,Dallas,DAL,TX,Orlando International Airport,Orlando,MCO,FL
RDU,MCO,WN,25897,89682,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Orlando International Airport,Orlando,MCO,FL
RDU,MCO,DL,25897,89682,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Orlando International Airport,Orlando,MCO,FL
RDU,MCO,F9,25897,89682,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Orlando International Airport,Orlando,MCO,FL
HOU,MCO,WN,46467,89682,William P Hobby Airport,Houston,HOU,TX,Orlando International Airport,Orlando,MCO,FL
HPN,MCO,B6,5265,89682,Westchester County Airport,White Plains,HPN,NY,Orlando International Airport,Orlando,MCO,FL
SAN,MCO,WN,60051,89682,San Diego International Airport,San Diego,SAN,CA,Orlando International Airport,Orlando,MCO,FL
SLC,MCO,DL,88398,89682,Salt Lake City International Airport,Salt Lake City,SLC,UT,Orlando International Airport,Orlando,MCO,FL
MIA,MCO,AA,17748,89682,Miami International Airport,Miami,MIA,FL,Orlando International Airport,Orlando,MCO,FL
BWI,MCO,WN,79861,89682,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Orlando International Airport,Orlando,MCO,FL
BWI,MCO,B6,79861,89682,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Orlando International Airport,Orlando,MCO,FL
BWI,MCO,NK,79861,89682,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Orlando International Airport,Orlando,MCO,FL
AUS,MCO,WN,33402,89682,Austin Bergstrom International Airport,Austin,AUS,TX,Orlando International Airport,Orlando,MCO,FL
CVG,MCO,DL,12692,89682,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,Orlando International Airport,Orlando,MCO,FL
CVG,MCO,F9,12692,89682,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,Orlando International Airport,Orlando,MCO,FL
CMH,MCO,WN,18917,89682,Port Columbus International Airport,Columbus,CMH,OH,Orlando International Airport,Orlando,MCO,FL
LGA,MCO,DL,57313,89682,La Guardia Airport,New York,LGA,NY,Orlando International Airport,Orlando,MCO,FL
LGA,MCO,B6,57313,89682,La Guardia Airport,New York,LGA,NY,Orlando International Airport,Orlando,MCO,FL
ALB,MCO,B6,8187,89682,Albany International Airport,Albany,ALB,NY,Orlando International Airport,Orlando,MCO,FL
ALB,MCO,WN,8187,89682,Albany International Airport,Albany,ALB,NY,Orlando International Airport,Orlando,MCO,FL
SAT,MCO,WN,22709,89682,San Antonio International Airport,San Antonio,SAT,TX,Orlando International Airport,Orlando,MCO,FL
IND,MCO,WN,20910,89682,Indianapolis International Airport,Indianapolis,IND,IN,Orlando International Airport,Orlando,MCO,FL
IND,MCO,F9,20910,89682,Indianapolis International Airport,Indianapolis,IND,IN,Orlando International Airport,Orlando,MCO,FL
BUF,MCO,WN,14581,89682,Buffalo Niagara International Airport,Buffalo,BUF,NY,Orlando International Airport,Orlando,MCO,FL
BUF,MCO,B6,14581,89682,Buffalo Niagara International Airport,Buffalo,BUF,NY,Orlando International Airport,Orlando,MCO,FL
TTN,MCO,F9,1020,89682,Trenton Mercer Airport,Trenton,TTN,NJ,Orlando International Airport,Orlando,MCO,FL
PIT,MCO,WN,18607,89682,Pittsburgh International Airport,Pittsburgh,PIT,PA,Orlando International Airport,Orlando,MCO,FL
MSY,MCO,WN,33936,89682,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,Orlando International Airport,Orlando,MCO,FL
MSY,MCO,F9,33936,89682,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,Orlando International Airport,Orlando,MCO,FL
ISP,MCO,WN,4233,89682,Long Island Mac Arthur Airport,Islip,ISP,NY,Orlando International Airport,Orlando,MCO,FL
SYR,MCO,B6,3794,89682,Syracuse Hancock International Airport,Syracuse,SYR,NY,Orlando International Airport,Orlando,MCO,FL
MHT,MCO,WN,5501,89682,Manchester Airport,Manchester NH,MHT,NH,Orlando International Airport,Orlando,MCO,FL
MEM,MCO,WN,10350,89682,Memphis International Airport,Memphis,MEM,TN,Orlando International Airport,Orlando,MCO,FL
SDF,MCO,WN,7932,89682,Louisville International Standiford Field,Louisville,SDF,KY,Orlando International Airport,Orlando,MCO,FL
ROC,MCO,WN,5143,89682,Greater Rochester International Airport,Rochester,ROC,NY,Orlando International Airport,Orlando,MCO,FL
ORF,MCO,WN,8246,89682,Norfolk International Airport,Norfolk,ORF,VA,Orlando International Airport,Orlando,MCO,FL
ACY,MCO,NK,2069,89682,Atlantic City International Airport,Atlantic City,ACY,NJ,Orlando International Airport,Orlando,MCO,FL
FNT,MCO,WN,3288,89682,Bishop International Airport,Flint,FNT,MI,Orlando International Airport,Orlando,MCO,FL
GRR,MCO,WN,7649,89682,Gerald R. Ford International Airport,Grand Rapids,GRR,MI,Orlando International Airport,Orlando,MCO,FL
LAX,CMH,AA,152781,18917,Los Angeles International Airport,Los Angeles,LAX,CA,Port Columbus International Airport,Columbus,CMH,OH
LAX,CMH,DL,152781,18917,Los Angeles International Airport,Los Angeles,LAX,CA,Port Columbus International Airport,Columbus,CMH,OH
ATL,CMH,WN,322097,18917,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Port Columbus International Airport,Columbus,CMH,OH
ATL,CMH,DL,322097,18917,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Port Columbus International Airport,Columbus,CMH,OH
DTW,CMH,OO,98159,18917,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Port Columbus International Airport,Columbus,CMH,OH
ORD,CMH,UA,150532,18917,Chicago O'Hare International Airport,Chicago,ORD,IL,Port Columbus International Airport,Columbus,CMH,OH
ORD,CMH,EV,150532,18917,Chicago O'Hare International Airport,Chicago,ORD,IL,Port Columbus International Airport,Columbus,CMH,OH
IAH,CMH,EV,99268,18917,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Port Columbus International Airport,Columbus,CMH,OH
MDW,CMH,WN,79129,18917,Chicago Midway International Airport,Chicago,MDW,IL,Port Columbus International Airport,Columbus,CMH,OH
DCA,CMH,WN,51878,18917,Ronald Reagan Washington National Airport,Washington,DCA,VA,Port Columbus International Airport,Columbus,CMH,OH
EWR,CMH,EV,76557,18917,Newark Liberty International Airport,Newark,EWR,NJ,Port Columbus International Airport,Columbus,CMH,OH
BNA,CMH,WN,42788,18917,Nashville International Airport,Nashville,BNA,TN,Port Columbus International Airport,Columbus,CMH,OH
STL,CMH,WN,43005,18917,Lambert St Louis International Airport,St. Louis,STL,MO,Port Columbus International Airport,Columbus,CMH,OH
MSP,CMH,DL,106716,18917,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Port Columbus International Airport,Columbus,CMH,OH
MSP,CMH,EV,106716,18917,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Port Columbus International Airport,Columbus,CMH,OH
BOS,CMH,WN,82073,18917,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Port Columbus International Airport,Columbus,CMH,OH
TPA,CMH,WN,50072,18917,Tampa International Airport,Tampa,TPA,FL,Port Columbus International Airport,Columbus,CMH,OH
MCO,CMH,WN,89682,18917,Orlando International Airport,Orlando,MCO,FL,Port Columbus International Airport,Columbus,CMH,OH
OAK,CMH,WN,42979,18917,Metropolitan Oakland International Airport,Oakland,OAK,CA,Port Columbus International Airport,Columbus,CMH,OH
DEN,CMH,F9,168003,18917,Denver International Airport,Denver,DEN,CO,Port Columbus International Airport,Columbus,CMH,OH
DEN,CMH,WN,168003,18917,Denver International Airport,Denver,DEN,CO,Port Columbus International Airport,Columbus,CMH,OH
DFW,CMH,AA,67470,18917,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Port Columbus International Airport,Columbus,CMH,OH
PHX,CMH,AA,115923,18917,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Port Columbus International Airport,Columbus,CMH,OH
LAS,CMH,WN,120446,18917,McCarran International Airport,Las Vegas,LAS,NV,Port Columbus International Airport,Columbus,CMH,OH
DAL,CMH,WN,57648,18917,Dallas Love Field,Dallas,DAL,TX,Port Columbus International Airport,Columbus,CMH,OH
BWI,CMH,WN,79861,18917,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Port Columbus International Airport,Columbus,CMH,OH
RSW,CMH,WN,19440,18917,Southwest Florida International Airport,Fort Myers,RSW,FL,Port Columbus International Airport,Columbus,CMH,OH
LAX,TPA,DL,152781,50072,Los Angeles International Airport,Los Angeles,LAX,CA,Tampa International Airport,Tampa,TPA,FL
LAX,TPA,AA,152781,50072,Los Angeles International Airport,Los Angeles,LAX,CA,Tampa International Airport,Tampa,TPA,FL
ATL,TPA,DL,322097,50072,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Tampa International Airport,Tampa,TPA,FL
ATL,TPA,WN,322097,50072,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Tampa International Airport,Tampa,TPA,FL
ATL,TPA,NK,322097,50072,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Tampa International Airport,Tampa,TPA,FL
DTW,TPA,DL,98159,50072,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Tampa International Airport,Tampa,TPA,FL
ORD,TPA,NK,150532,50072,Chicago O'Hare International Airport,Chicago,ORD,IL,Tampa International Airport,Tampa,TPA,FL
ORD,TPA,UA,150532,50072,Chicago O'Hare International Airport,Chicago,ORD,IL,Tampa International Airport,Tampa,TPA,FL
IAH,TPA,UA,99268,50072,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Tampa International Airport,Tampa,TPA,FL
MDW,TPA,WN,79129,50072,Chicago Midway International Airport,Chicago,MDW,IL,Tampa International Airport,Tampa,TPA,FL
DCA,TPA,AA,51878,50072,Ronald Reagan Washington National Airport,Washington,DCA,VA,Tampa International Airport,Tampa,TPA,FL
DCA,TPA,WN,51878,50072,Ronald Reagan Washington National Airport,Washington,DCA,VA,Tampa International Airport,Tampa,TPA,FL
EWR,TPA,UA,76557,50072,Newark Liberty International Airport,Newark,EWR,NJ,Tampa International Airport,Tampa,TPA,FL
EWR,TPA,B6,76557,50072,Newark Liberty International Airport,Newark,EWR,NJ,Tampa International Airport,Tampa,TPA,FL
BNA,TPA,WN,42788,50072,Nashville International Airport,Nashville,BNA,TN,Tampa International Airport,Tampa,TPA,FL
CLE,TPA,F9,25087,50072,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Tampa International Airport,Tampa,TPA,FL
SEA,TPA,AS,99601,50072,Seattle Tacoma International Airport,Seattle,SEA,WA,Tampa International Airport,Tampa,TPA,FL
STL,TPA,WN,43005,50072,Lambert St Louis International Airport,St. Louis,STL,MO,Tampa International Airport,Tampa,TPA,FL
FLL,TPA,WN,59958,50072,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Tampa International Airport,Tampa,TPA,FL
FLL,TPA,NK,59958,50072,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Tampa International Airport,Tampa,TPA,FL
CLT,TPA,AA,74006,50072,Charlotte Douglas International Airport,Charlotte,CLT,NC,Tampa International Airport,Tampa,TPA,FL
IAD,TPA,UA,24848,50072,Washington Dulles International Airport,Washington,IAD,VA,Tampa International Airport,Tampa,TPA,FL
MSP,TPA,DL,106716,50072,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Tampa International Airport,Tampa,TPA,FL
BOS,TPA,B6,82073,50072,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Tampa International Airport,Tampa,TPA,FL
JFK,TPA,B6,58709,50072,John F Kennedy International Airport,New York,JFK,NY,Tampa International Airport,Tampa,TPA,FL
JFK,TPA,DL,58709,50072,John F Kennedy International Airport,New York,JFK,NY,Tampa International Airport,Tampa,TPA,FL
BHM,TPA,WN,10543,50072,Birmingham-Shuttlesworth International Airport,Birmingham,BHM,AL,Tampa International Airport,Tampa,TPA,FL
DEN,TPA,F9,168003,50072,Denver International Airport,Denver,DEN,CO,Tampa International Airport,Tampa,TPA,FL
DEN,TPA,WN,168003,50072,Denver International Airport,Denver,DEN,CO,Tampa International Airport,Tampa,TPA,FL
MKE,TPA,WN,25784,50072,General Mitchell International Airport,Milwaukee,MKE,WI,Tampa International Airport,Tampa,TPA,FL
PHL,TPA,WN,45880,50072,Philadelphia International Airport,Philadelphia,PHL,PA,Tampa International Airport,Tampa,TPA,FL
PHL,TPA,AA,45880,50072,Philadelphia International Airport,Philadelphia,PHL,PA,Tampa International Airport,Tampa,TPA,FL
PHL,TPA,F9,45880,50072,Philadelphia International Airport,Philadelphia,PHL,PA,Tampa International Airport,Tampa,TPA,FL
MCI,TPA,WN,34569,50072,Kansas City International Airport,Kansas City,MCI,MO,Tampa International Airport,Tampa,TPA,FL
PVD,TPA,WN,9706,50072,Theodore Francis Green State Airport,Providence,PVD,RI,Tampa International Airport,Tampa,TPA,FL
DFW,TPA,NK,67470,50072,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Tampa International Airport,Tampa,TPA,FL
DFW,TPA,AA,67470,50072,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,Tampa International Airport,Tampa,TPA,FL
PHX,TPA,AA,115923,50072,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Tampa International Airport,Tampa,TPA,FL
PHX,TPA,WN,115923,50072,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Tampa International Airport,Tampa,TPA,FL
LAS,TPA,WN,120446,50072,McCarran International Airport,Las Vegas,LAS,NV,Tampa International Airport,Tampa,TPA,FL
DAL,TPA,WN,57648,50072,Dallas Love Field,Dallas,DAL,TX,Tampa International Airport,Tampa,TPA,FL
RDU,TPA,WN,25897,50072,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,Tampa International Airport,Tampa,TPA,FL
HOU,TPA,WN,46467,50072,William P Hobby Airport,Houston,HOU,TX,Tampa International Airport,Tampa,TPA,FL
HPN,TPA,B6,5265,50072,Westchester County Airport,White Plains,HPN,NY,Tampa International Airport,Tampa,TPA,FL
BWI,TPA,WN,79861,50072,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Tampa International Airport,Tampa,TPA,FL
BWI,TPA,NK,79861,50072,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Tampa International Airport,Tampa,TPA,FL
AUS,TPA,WN,33402,50072,Austin Bergstrom International Airport,Austin,AUS,TX,Tampa International Airport,Tampa,TPA,FL
CVG,TPA,DL,12692,50072,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,Tampa International Airport,Tampa,TPA,FL
CMH,TPA,WN,18917,50072,Port Columbus International Airport,Columbus,CMH,OH,Tampa International Airport,Tampa,TPA,FL
LGA,TPA,B6,57313,50072,La Guardia Airport,New York,LGA,NY,Tampa International Airport,Tampa,TPA,FL
LGA,TPA,DL,57313,50072,La Guardia Airport,New York,LGA,NY,Tampa International Airport,Tampa,TPA,FL
ALB,TPA,WN,8187,50072,Albany International Airport,Albany,ALB,NY,Tampa International Airport,Tampa,TPA,FL
SAT,TPA,WN,22709,50072,San Antonio International Airport,San Antonio,SAT,TX,Tampa International Airport,Tampa,TPA,FL
IND,TPA,WN,20910,50072,Indianapolis International Airport,Indianapolis,IND,IN,Tampa International Airport,Tampa,TPA,FL
BUF,TPA,WN,14581,50072,Buffalo Niagara International Airport,Buffalo,BUF,NY,Tampa International Airport,Tampa,TPA,FL
TTN,TPA,F9,1020,50072,Trenton Mercer Airport,Trenton,TTN,NJ,Tampa International Airport,Tampa,TPA,FL
PIT,TPA,WN,18607,50072,Pittsburgh International Airport,Pittsburgh,PIT,PA,Tampa International Airport,Tampa,TPA,FL
MSY,TPA,WN,33936,50072,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,Tampa International Airport,Tampa,TPA,FL
ISP,TPA,WN,4233,50072,Long Island Mac Arthur Airport,Islip,ISP,NY,Tampa International Airport,Tampa,TPA,FL
MHT,TPA,WN,5501,50072,Manchester Airport,Manchester NH,MHT,NH,Tampa International Airport,Tampa,TPA,FL
MEM,TPA,WN,10350,50072,Memphis International Airport,Memphis,MEM,TN,Tampa International Airport,Tampa,TPA,FL
SDF,TPA,WN,7932,50072,Louisville International Standiford Field,Louisville,SDF,KY,Tampa International Airport,Tampa,TPA,FL
ROC,TPA,WN,5143,50072,Greater Rochester International Airport,Rochester,ROC,NY,Tampa International Airport,Tampa,TPA,FL
ACY,TPA,NK,2069,50072,Atlantic City International Airport,Atlantic City,ACY,NJ,Tampa International Airport,Tampa,TPA,FL
LAX,OGG,UA,152781,17168,Los Angeles International Airport,Los Angeles,LAX,CA,Kahului Airport,Kahului,OGG,HI
LAX,OGG,VX,152781,17168,Los Angeles International Airport,Los Angeles,LAX,CA,Kahului Airport,Kahului,OGG,HI
LAX,OGG,HA,152781,17168,Los Angeles International Airport,Los Angeles,LAX,CA,Kahului Airport,Kahului,OGG,HI
LAX,OGG,DL,152781,17168,Los Angeles International Airport,Los Angeles,LAX,CA,Kahului Airport,Kahului,OGG,HI
LAX,OGG,AA,152781,17168,Los Angeles International Airport,Los Angeles,LAX,CA,Kahului Airport,Kahului,OGG,HI
SFO,OGG,VX,127129,17168,San Francisco International Airport,San Francisco,SFO,CA,Kahului Airport,Kahului,OGG,HI
SFO,OGG,UA,127129,17168,San Francisco International Airport,San Francisco,SFO,CA,Kahului Airport,Kahului,OGG,HI
SEA,OGG,HA,99601,17168,Seattle Tacoma International Airport,Seattle,SEA,WA,Kahului Airport,Kahului,OGG,HI
SEA,OGG,AS,99601,17168,Seattle Tacoma International Airport,Seattle,SEA,WA,Kahului Airport,Kahului,OGG,HI
SEA,OGG,DL,99601,17168,Seattle Tacoma International Airport,Seattle,SEA,WA,Kahului Airport,Kahului,OGG,HI
LIH,OGG,HA,8556,17168,Lihue Airport,Lihue,LIH,HI,Kahului Airport,Kahului,OGG,HI
OAK,OGG,AS,42979,17168,Metropolitan Oakland International Airport,Oakland,OAK,CA,Kahului Airport,Kahului,OGG,HI
OAK,OGG,HA,42979,17168,Metropolitan Oakland International Airport,Oakland,OAK,CA,Kahului Airport,Kahului,OGG,HI
PDX,OGG,AS,43638,17168,Portland International Airport,Portland,PDX,OR,Kahului Airport,Kahului,OGG,HI
DEN,OGG,UA,168003,17168,Denver International Airport,Denver,DEN,CO,Kahului Airport,Kahului,OGG,HI
SJC,OGG,HA,32808,17168,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Kahului Airport,Kahului,OGG,HI
SJC,OGG,AS,32808,17168,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,Kahului Airport,Kahului,OGG,HI
PHX,OGG,AA,115923,17168,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Kahului Airport,Kahului,OGG,HI
HNL,OGG,HA,36100,17168,Honolulu International Airport,Honolulu,HNL,HI,Kahului Airport,Kahului,OGG,HI
KOA,OGG,HA,9290,17168,Kona International At Keahole Airport,Kona,KOA,HI,Kahului Airport,Kahului,OGG,HI
ITO,OGG,HA,4881,17168,Hilo International Airport,Hilo,ITO,HI,Kahului Airport,Kahului,OGG,HI
LAX,COS,OO,152781,5986,Los Angeles International Airport,Los Angeles,LAX,CA,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
ATL,COS,DL,322097,5986,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
ORD,COS,OO,150532,5986,Chicago O'Hare International Airport,Chicago,ORD,IL,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
IAH,COS,EV,99268,5986,George Bush Intercontinental Houston Airport,Houston,IAH,TX,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
SEA,COS,OO,99601,5986,Seattle Tacoma International Airport,Seattle,SEA,WA,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
DEN,COS,OO,168003,5986,Denver International Airport,Denver,DEN,CO,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
DFW,COS,AA,67470,5986,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
SLC,COS,OO,88398,5986,Salt Lake City International Airport,Salt Lake City,SLC,UT,City of Colorado Springs Municipal Airport,Colorado Springs,COS,CO
LAX,HOU,WN,152781,46467,Los Angeles International Airport,Los Angeles,LAX,CA,William P Hobby Airport,Houston,HOU,TX
ATL,HOU,DL,322097,46467,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,William P Hobby Airport,Houston,HOU,TX
ATL,HOU,WN,322097,46467,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,William P Hobby Airport,Houston,HOU,TX
ATL,HOU,EV,322097,46467,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,William P Hobby Airport,Houston,HOU,TX
MDW,HOU,WN,79129,46467,Chicago Midway International Airport,Chicago,MDW,IL,William P Hobby Airport,Houston,HOU,TX
DCA,HOU,WN,51878,46467,Ronald Reagan Washington National Airport,Washington,DCA,VA,William P Hobby Airport,Houston,HOU,TX
JAX,HOU,WN,14089,46467,Jacksonville International Airport,Jacksonville,JAX,FL,William P Hobby Airport,Houston,HOU,TX
BNA,HOU,WN,42788,46467,Nashville International Airport,Nashville,BNA,TN,William P Hobby Airport,Houston,HOU,TX
SEA,HOU,WN,99601,46467,Seattle Tacoma International Airport,Seattle,SEA,WA,William P Hobby Airport,Houston,HOU,TX
STL,HOU,WN,43005,46467,Lambert St Louis International Airport,St. Louis,STL,MO,William P Hobby Airport,Houston,HOU,TX
FLL,HOU,WN,59958,46467,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,William P Hobby Airport,Houston,HOU,TX
CLT,HOU,WN,74006,46467,Charlotte Douglas International Airport,Charlotte,CLT,NC,William P Hobby Airport,Houston,HOU,TX
BOS,HOU,WN,82073,46467,General Edward Lawrence Logan International Airport,Boston,BOS,MA,William P Hobby Airport,Houston,HOU,TX
BOS,HOU,B6,82073,46467,General Edward Lawrence Logan International Airport,Boston,BOS,MA,William P Hobby Airport,Houston,HOU,TX
MCO,HOU,WN,89682,46467,Orlando International Airport,Orlando,MCO,FL,William P Hobby Airport,Houston,HOU,TX
BHM,HOU,WN,10543,46467,Birmingham-Shuttlesworth International Airport,Birmingham,BHM,AL,William P Hobby Airport,Houston,HOU,TX
OAK,HOU,WN,42979,46467,Metropolitan Oakland International Airport,Oakland,OAK,CA,William P Hobby Airport,Houston,HOU,TX
PDX,HOU,WN,43638,46467,Portland International Airport,Portland,PDX,OR,William P Hobby Airport,Houston,HOU,TX
DEN,HOU,WN,168003,46467,Denver International Airport,Denver,DEN,CO,William P Hobby Airport,Houston,HOU,TX
DFW,HOU,EV,67470,46467,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,William P Hobby Airport,Houston,HOU,TX
PHX,HOU,WN,115923,46467,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,William P Hobby Airport,Houston,HOU,TX
LAS,HOU,WN,120446,46467,McCarran International Airport,Las Vegas,LAS,NV,William P Hobby Airport,Houston,HOU,TX
DAL,HOU,WN,57648,46467,Dallas Love Field,Dallas,DAL,TX,William P Hobby Airport,Houston,HOU,TX
RDU,HOU,WN,25897,46467,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,William P Hobby Airport,Houston,HOU,TX
SAN,HOU,WN,60051,46467,San Diego International Airport,San Diego,SAN,CA,William P Hobby Airport,Houston,HOU,TX
BWI,HOU,WN,79861,46467,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,William P Hobby Airport,Houston,HOU,TX
AUS,HOU,WN,33402,46467,Austin Bergstrom International Airport,Austin,AUS,TX,William P Hobby Airport,Houston,HOU,TX
SNA,HOU,WN,30716,46467,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,William P Hobby Airport,Houston,HOU,TX
LGA,HOU,WN,57313,46467,La Guardia Airport,New York,LGA,NY,William P Hobby Airport,Houston,HOU,TX
CHS,HOU,WN,11981,46467,Charleston Air Force Base-International Airport,Charleston,CHS,SC,William P Hobby Airport,Houston,HOU,TX
SAT,HOU,WN,22709,46467,San Antonio International Airport,San Antonio,SAT,TX,William P Hobby Airport,Houston,HOU,TX
ELP,HOU,WN,8551,46467,El Paso International Airport,El Paso,ELP,TX,William P Hobby Airport,Houston,HOU,TX
PNS,HOU,WN,4592,46467,Pensacola Regional Airport,Pensacola,PNS,FL,William P Hobby Airport,Houston,HOU,TX
PIT,HOU,WN,18607,46467,Pittsburgh International Airport,Pittsburgh,PIT,PA,William P Hobby Airport,Houston,HOU,TX
MSY,HOU,WN,33936,46467,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,William P Hobby Airport,Houston,HOU,TX
MEM,HOU,WN,10350,46467,Memphis International Airport,Memphis,MEM,TN,William P Hobby Airport,Houston,HOU,TX
MAF,HOU,WN,4062,46467,Midland International Airport,Midland,MAF,TX,William P Hobby Airport,Houston,HOU,TX
ABQ,HOU,WN,15237,46467,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,William P Hobby Airport,Houston,HOU,TX
ECP,HOU,WN,4071,46467,Northwest Florida Beaches International Airport,Panama City,ECP,FL,William P Hobby Airport,Houston,HOU,TX
TUL,HOU,WN,8878,46467,Tulsa International Airport,Tulsa,TUL,OK,William P Hobby Airport,Houston,HOU,TX
OKC,HOU,WN,11634,46467,Will Rogers World Airport,Oklahoma City,OKC,OK,William P Hobby Airport,Houston,HOU,TX
HRL,HOU,WN,2414,46467,Valley International Airport,Harlingen,HRL,TX,William P Hobby Airport,Houston,HOU,TX
CRP,HOU,WN,2522,46467,Corpus Christi International Airport,Corpus Christi,CRP,TX,William P Hobby Airport,Houston,HOU,TX
LAX,OKC,OO,152781,11634,Los Angeles International Airport,Los Angeles,LAX,CA,Will Rogers World Airport,Oklahoma City,OKC,OK
ATL,OKC,DL,322097,11634,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Will Rogers World Airport,Oklahoma City,OKC,OK
ATL,OKC,EV,322097,11634,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Will Rogers World Airport,Oklahoma City,OKC,OK
