ORIGIN,DEST,UNIQUE_CARRIER,ORIGIN_DEGREE,DEST_DEGREE,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_IATA,ORIGIN_STATE,DEST_NAME,DEST_CITY,DEST_IATA,DEST_STATE
AUS,PDX,WN,33402,43638,Austin Bergstrom International Airport,Austin,AUS,TX,Portland International Airport,Portland,PDX,OR
SNA,PDX,AS,30716,43638,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Portland International Airport,Portland,PDX,OR
SNA,PDX,WN,30716,43638,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Portland International Airport,Portland,PDX,OR
ONT,PDX,WN,15155,43638,Ontario International Airport,Ontario,ONT,CA,Portland International Airport,Portland,PDX,OR
ONT,PDX,OO,15155,43638,Ontario International Airport,Ontario,ONT,CA,Portland International Airport,Portland,PDX,OR
TUS,PDX,OO,10566,43638,Tucson International Airport,Tucson,TUS,AZ,Portland International Airport,Portland,PDX,OR
ANC,PDX,AS,10015,43638,Ted Stevens Anchorage International Airport,Anchorage,ANC,AK,Portland International Airport,Portland,PDX,OR
BUR,PDX,OO,20122,43638,Bob Hope Airport,Burbank,BUR,CA,Portland International Airport,Portland,PDX,OR
BUR,PDX,WN,20122,43638,Bob Hope Airport,Burbank,BUR,CA,Portland International Airport,Portland,PDX,OR
FAT,PDX,OO,5700,43638,Fresno Yosemite International Airport,Fresno,FAT,CA,Portland International Airport,Portland,PDX,OR
PSP,PDX,AS,6029,43638,Palm Springs International Airport,Palm Springs,PSP,CA,Portland International Airport,Portland,PDX,OR
LGB,PDX,B6,8995,43638,Long Beach /Daugherty Field/ Airport,Long Beach,LGB,CA,Portland International Airport,Portland,PDX,OR
LAX,SMF,OO,152781,32727,Los Angeles International Airport,Los Angeles,LAX,CA,Sacramento International Airport,Sacramento,SMF,CA
LAX,SMF,WN,152781,32727,Los Angeles International Airport,Los Angeles,LAX,CA,Sacramento International Airport,Sacramento,SMF,CA
LAX,SMF,DL,152781,32727,Los Angeles International Airport,Los Angeles,LAX,CA,Sacramento International Airport,Sacramento,SMF,CA
ATL,SMF,DL,322097,32727,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Sacramento International Airport,Sacramento,SMF,CA
ORD,SMF,UA,150532,32727,Chicago O'Hare International Airport,Chicago,ORD,IL,Sacramento International Airport,Sacramento,SMF,CA
IAH,SMF,UA,99268,32727,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Sacramento International Airport,Sacramento,SMF,CA
MDW,SMF,WN,79129,32727,Chicago Midway International Airport,Chicago,MDW,IL,Sacramento International Airport,Sacramento,SMF,CA
SFO,SMF,OO,127129,32727,San Francisco International Airport,San Francisco,SFO,CA,Sacramento International Airport,Sacramento,SMF,CA
SEA,SMF,AS,99601,32727,Seattle Tacoma International Airport,Seattle,SEA,WA,Sacramento International Airport,Sacramento,SMF,CA
SEA,SMF,WN,99601,32727,Seattle Tacoma International Airport,Seattle,SEA,WA,Sacramento International Airport,Sacramento,SMF,CA
SEA,SMF,OO,99601,32727,Seattle Tacoma International Airport,Seattle,SEA,WA,Sacramento International Airport,Sacramento,SMF,CA
MSP,SMF,DL,106716,32727,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Sacramento International Airport,Sacramento,SMF,CA
PDX,SMF,WN,43638,32727,Portland International Airport,Portland,PDX,OR,Sacramento International Airport,Sacramento,SMF,CA
DEN,SMF,WN,168003,32727,Denver International Airport,Denver,DEN,CO,Sacramento International Airport,Sacramento,SMF,CA
DEN,SMF,UA,168003,32727,Denver International Airport,Denver,DEN,CO,Sacramento International Airport,Sacramento,SMF,CA
DEN,SMF,OO,168003,32727,Denver International Airport,Denver,DEN,CO,Sacramento International Airport,Sacramento,SMF,CA
BOI,SMF,WN,12310,32727,Boise Air Terminal/Gowen field,Boise,BOI,ID,Sacramento International Airport,Sacramento,SMF,CA
OGG,SMF,AS,17168,32727,Kahului Airport,Kahului,OGG,HI,Sacramento International Airport,Sacramento,SMF,CA
PHX,SMF,WN,115923,32727,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Sacramento International Airport,Sacramento,SMF,CA
PHX,SMF,AA,115923,32727,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Sacramento International Airport,Sacramento,SMF,CA
LAS,SMF,WN,120446,32727,McCarran International Airport,Las Vegas,LAS,NV,Sacramento International Airport,Sacramento,SMF,CA
SAN,SMF,WN,60051,32727,San Diego International Airport,San Diego,SAN,CA,Sacramento International Airport,Sacramento,SMF,CA
SLC,SMF,DL,88398,32727,Salt Lake City International Airport,Salt Lake City,SLC,UT,Sacramento International Airport,Sacramento,SMF,CA
SLC,SMF,OO,88398,32727,Salt Lake City International Airport,Salt Lake City,SLC,UT,Sacramento International Airport,Sacramento,SMF,CA
HNL,SMF,HA,36100,32727,Honolulu International Airport,Honolulu,HNL,HI,Sacramento International Airport,Sacramento,SMF,CA
SNA,SMF,WN,30716,32727,John Wayne Airport-Orange County Airport,Santa Ana,SNA,CA,Sacramento International Airport,Sacramento,SMF,CA
ONT,SMF,WN,15155,32727,Ontario International Airport,Ontario,ONT,CA,Sacramento International Airport,Sacramento,SMF,CA
BUR,SMF,WN,20122,32727,Bob Hope Airport,Burbank,BUR,CA,Sacramento International Airport,Sacramento,SMF,CA
LGB,SMF,B6,8995,32727,Long Beach /Daugherty Field/ Airport,Long Beach,LGB,CA,Sacramento International Airport,Sacramento,SMF,CA
LAX,SAN,OO,152781,60051,Los Angeles International Airport,Los Angeles,LAX,CA,San Diego International Airport,San Diego,SAN,CA
LAX,SAN,DL,152781,60051,Los Angeles International Airport,Los Angeles,LAX,CA,San Diego International Airport,San Diego,SAN,CA
ATL,SAN,WN,322097,60051,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,San Diego International Airport,San Diego,SAN,CA
ATL,SAN,DL,322097,60051,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,San Diego International Airport,San Diego,SAN,CA
DTW,SAN,DL,98159,60051,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,San Diego International Airport,San Diego,SAN,CA
ORD,SAN,UA,150532,60051,Chicago O'Hare International Airport,Chicago,ORD,IL,San Diego International Airport,San Diego,SAN,CA
ORD,SAN,NK,150532,60051,Chicago O'Hare International Airport,Chicago,ORD,IL,San Diego International Airport,San Diego,SAN,CA
IAH,SAN,UA,99268,60051,George Bush Intercontinental Houston Airport,Houston,IAH,TX,San Diego International Airport,San Diego,SAN,CA
MDW,SAN,WN,79129,60051,Chicago Midway International Airport,Chicago,MDW,IL,San Diego International Airport,San Diego,SAN,CA
SFO,SAN,UA,127129,60051,San Francisco International Airport,San Francisco,SFO,CA,San Diego International Airport,San Diego,SAN,CA
SFO,SAN,VX,127129,60051,San Francisco International Airport,San Francisco,SFO,CA,San Diego International Airport,San Diego,SAN,CA
SFO,SAN,OO,127129,60051,San Francisco International Airport,San Francisco,SFO,CA,San Diego International Airport,San Diego,SAN,CA
SFO,SAN,WN,127129,60051,San Francisco International Airport,San Francisco,SFO,CA,San Diego International Airport,San Diego,SAN,CA
EWR,SAN,UA,76557,60051,Newark Liberty International Airport,Newark,EWR,NJ,San Diego International Airport,San Diego,SAN,CA
BNA,SAN,WN,42788,60051,Nashville International Airport,Nashville,BNA,TN,San Diego International Airport,San Diego,SAN,CA
SEA,SAN,WN,99601,60051,Seattle Tacoma International Airport,Seattle,SEA,WA,San Diego International Airport,San Diego,SAN,CA
SEA,SAN,AS,99601,60051,Seattle Tacoma International Airport,Seattle,SEA,WA,San Diego International Airport,San Diego,SAN,CA
SEA,SAN,OO,99601,60051,Seattle Tacoma International Airport,Seattle,SEA,WA,San Diego International Airport,San Diego,SAN,CA
STL,SAN,WN,43005,60051,Lambert St Louis International Airport,St. Louis,STL,MO,San Diego International Airport,San Diego,SAN,CA
CLT,SAN,AA,74006,60051,Charlotte Douglas International Airport,Charlotte,CLT,NC,San Diego International Airport,San Diego,SAN,CA
IAD,SAN,UA,24848,60051,Washington Dulles International Airport,Washington,IAD,VA,San Diego International Airport,San Diego,SAN,CA
IAD,SAN,WN,24848,60051,Washington Dulles International Airport,Washington,IAD,VA,San Diego International Airport,San Diego,SAN,CA
MSP,SAN,DL,106716,60051,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,San Diego International Airport,San Diego,SAN,CA
BOS,SAN,B6,82073,60051,General Edward Lawrence Logan International Airport,Boston,BOS,MA,San Diego International Airport,San Diego,SAN,CA
MCO,SAN,AS,89682,60051,Orlando International Airport,Orlando,MCO,FL,San Diego International Airport,San Diego,SAN,CA
LIH,SAN,AS,8556,60051,Lihue Airport,Lihue,LIH,HI,San Diego International Airport,San Diego,SAN,CA
JFK,SAN,DL,58709,60051,John F Kennedy International Airport,New York,JFK,NY,San Diego International Airport,San Diego,SAN,CA
JFK,SAN,B6,58709,60051,John F Kennedy International Airport,New York,JFK,NY,San Diego International Airport,San Diego,SAN,CA
OAK,SAN,WN,42979,60051,Metropolitan Oakland International Airport,Oakland,OAK,CA,San Diego International Airport,San Diego,SAN,CA
PDX,SAN,AS,43638,60051,Portland International Airport,Portland,PDX,OR,San Diego International Airport,San Diego,SAN,CA
PDX,SAN,WN,43638,60051,Portland International Airport,Portland,PDX,OR,San Diego International Airport,San Diego,SAN,CA
SMF,SAN,WN,32727,60051,Sacramento International Airport,Sacramento,SMF,CA,San Diego International Airport,San Diego,SAN,CA
DEN,SAN,UA,168003,60051,Denver International Airport,Denver,DEN,CO,San Diego International Airport,San Diego,SAN,CA
DEN,SAN,WN,168003,60051,Denver International Airport,Denver,DEN,CO,San Diego International Airport,San Diego,SAN,CA
DEN,SAN,OO,168003,60051,Denver International Airport,Denver,DEN,CO,San Diego International Airport,San Diego,SAN,CA
DEN,SAN,F9,168003,60051,Denver International Airport,Denver,DEN,CO,San Diego International Airport,San Diego,SAN,CA
PHL,SAN,AA,45880,60051,Philadelphia International Airport,Philadelphia,PHL,PA,San Diego International Airport,San Diego,SAN,CA
MCI,SAN,WN,34569,60051,Kansas City International Airport,Kansas City,MCI,MO,San Diego International Airport,San Diego,SAN,CA
BOI,SAN,OO,12310,60051,Boise Air Terminal/Gowen field,Boise,BOI,ID,San Diego International Airport,San Diego,SAN,CA
SJC,SAN,WN,32808,60051,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,San Diego International Airport,San Diego,SAN,CA
SJC,SAN,OO,32808,60051,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,San Diego International Airport,San Diego,SAN,CA
OGG,SAN,AS,17168,60051,Kahului Airport,Kahului,OGG,HI,San Diego International Airport,San Diego,SAN,CA
DFW,SAN,AA,67470,60051,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,San Diego International Airport,San Diego,SAN,CA
DFW,SAN,NK,67470,60051,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,San Diego International Airport,San Diego,SAN,CA
PHX,SAN,WN,115923,60051,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,San Diego International Airport,San Diego,SAN,CA
PHX,SAN,AA,115923,60051,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,San Diego International Airport,San Diego,SAN,CA
LAS,SAN,WN,120446,60051,McCarran International Airport,Las Vegas,LAS,NV,San Diego International Airport,San Diego,SAN,CA
LAS,SAN,NK,120446,60051,McCarran International Airport,Las Vegas,LAS,NV,San Diego International Airport,San Diego,SAN,CA
DAL,SAN,WN,57648,60051,Dallas Love Field,Dallas,DAL,TX,San Diego International Airport,San Diego,SAN,CA
HOU,SAN,WN,46467,60051,William P Hobby Airport,Houston,HOU,TX,San Diego International Airport,San Diego,SAN,CA
SLC,SAN,DL,88398,60051,Salt Lake City International Airport,Salt Lake City,SLC,UT,San Diego International Airport,San Diego,SAN,CA
SLC,SAN,AS,88398,60051,Salt Lake City International Airport,Salt Lake City,SLC,UT,San Diego International Airport,San Diego,SAN,CA
BWI,SAN,WN,79861,60051,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,San Diego International Airport,San Diego,SAN,CA
HNL,SAN,HA,36100,60051,Honolulu International Airport,Honolulu,HNL,HI,San Diego International Airport,San Diego,SAN,CA
AUS,SAN,WN,33402,60051,Austin Bergstrom International Airport,Austin,AUS,TX,San Diego International Airport,San Diego,SAN,CA
SAT,SAN,WN,22709,60051,San Antonio International Airport,San Antonio,SAT,TX,San Diego International Airport,San Diego,SAN,CA
MSY,SAN,WN,33936,60051,Louis Armstrong New Orleans International Airport,New Orleans,MSY,LA,San Diego International Airport,San Diego,SAN,CA
TUS,SAN,WN,10566,60051,Tucson International Airport,Tucson,TUS,AZ,San Diego International Airport,San Diego,SAN,CA
RNO,SAN,WN,11105,60051,Reno Tahoe International Airport,Reno,RNO,NV,San Diego International Airport,San Diego,SAN,CA
ABQ,SAN,WN,15237,60051,Albuquerque International Sunport Airport,Albuquerque,ABQ,NM,San Diego International Airport,San Diego,SAN,CA
FAT,SAN,OO,5700,60051,Fresno Yosemite International Airport,Fresno,FAT,CA,San Diego International Airport,San Diego,SAN,CA
LAX,RDU,DL,152781,25897,Los Angeles International Airport,Los Angeles,LAX,CA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
LAX,RDU,AA,152781,25897,Los Angeles International Airport,Los Angeles,LAX,CA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
ATL,RDU,DL,322097,25897,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
ATL,RDU,WN,322097,25897,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
DTW,RDU,DL,98159,25897,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
ORD,RDU,UA,150532,25897,Chicago O'Hare International Airport,Chicago,ORD,IL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
ORD,RDU,AA,150532,25897,Chicago O'Hare International Airport,Chicago,ORD,IL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
IAH,RDU,OO,99268,25897,George Bush Intercontinental Houston Airport,Houston,IAH,TX,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
MDW,RDU,WN,79129,25897,Chicago Midway International Airport,Chicago,MDW,IL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
SFO,RDU,UA,127129,25897,San Francisco International Airport,San Francisco,SFO,CA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
EWR,RDU,UA,76557,25897,Newark Liberty International Airport,Newark,EWR,NJ,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
BNA,RDU,WN,42788,25897,Nashville International Airport,Nashville,BNA,TN,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
CLE,RDU,EV,25087,25897,Cleveland Hopkins International Airport,Cleveland,CLE,OH,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
STL,RDU,WN,43005,25897,Lambert St Louis International Airport,St. Louis,STL,MO,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
FLL,RDU,WN,59958,25897,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
FLL,RDU,B6,59958,25897,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
CLT,RDU,AA,74006,25897,Charlotte Douglas International Airport,Charlotte,CLT,NC,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
IAD,RDU,UA,24848,25897,Washington Dulles International Airport,Washington,IAD,VA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
MSP,RDU,DL,106716,25897,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
BOS,RDU,B6,82073,25897,General Edward Lawrence Logan International Airport,Boston,BOS,MA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
TPA,RDU,WN,50072,25897,Tampa International Airport,Tampa,TPA,FL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
MCO,RDU,WN,89682,25897,Orlando International Airport,Orlando,MCO,FL,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
JFK,RDU,B6,58709,25897,John F Kennedy International Airport,New York,JFK,NY,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
DEN,RDU,WN,168003,25897,Denver International Airport,Denver,DEN,CO,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
DEN,RDU,F9,168003,25897,Denver International Airport,Denver,DEN,CO,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
PHL,RDU,AA,45880,25897,Philadelphia International Airport,Philadelphia,PHL,PA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
PHL,RDU,F9,45880,25897,Philadelphia International Airport,Philadelphia,PHL,PA,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
PHX,RDU,WN,115923,25897,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
LAS,RDU,WN,120446,25897,McCarran International Airport,Las Vegas,LAS,NV,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
DAL,RDU,WN,57648,25897,Dallas Love Field,Dallas,DAL,TX,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
HOU,RDU,WN,46467,25897,William P Hobby Airport,Houston,HOU,TX,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
BWI,RDU,WN,79861,25897,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,MD,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
CVG,RDU,OO,12692,25897,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KY,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
LGA,RDU,EV,57313,25897,La Guardia Airport,New York,LGA,NY,Raleigh Durham International Airport,Raleigh-durham,RDU,NC
LAX,BOS,UA,152781,82073,Los Angeles International Airport,Los Angeles,LAX,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAX,BOS,VX,152781,82073,Los Angeles International Airport,Los Angeles,LAX,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAX,BOS,DL,152781,82073,Los Angeles International Airport,Los Angeles,LAX,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAX,BOS,B6,152781,82073,Los Angeles International Airport,Los Angeles,LAX,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ATL,BOS,DL,322097,82073,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ATL,BOS,NK,322097,82073,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ATL,BOS,WN,322097,82073,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,GA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DTW,BOS,DL,98159,82073,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DTW,BOS,NK,98159,82073,Detroit Metropolitan Wayne County Airport,Detroit,DTW,MI,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ORD,BOS,B6,150532,82073,Chicago O'Hare International Airport,Chicago,ORD,IL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ORD,BOS,UA,150532,82073,Chicago O'Hare International Airport,Chicago,ORD,IL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
ORD,BOS,NK,150532,82073,Chicago O'Hare International Airport,Chicago,ORD,IL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
RIC,BOS,EV,10915,82073,Richmond International Airport,Richmond,RIC,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
RIC,BOS,B6,10915,82073,Richmond International Airport,Richmond,RIC,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
IAH,BOS,UA,99268,82073,George Bush Intercontinental Houston Airport,Houston,IAH,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MDW,BOS,WN,79129,82073,Chicago Midway International Airport,Chicago,MDW,IL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DCA,BOS,AA,51878,82073,Ronald Reagan Washington National Airport,Washington,DCA,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DCA,BOS,B6,51878,82073,Ronald Reagan Washington National Airport,Washington,DCA,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SFO,BOS,UA,127129,82073,San Francisco International Airport,San Francisco,SFO,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SFO,BOS,VX,127129,82073,San Francisco International Airport,San Francisco,SFO,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SFO,BOS,B6,127129,82073,San Francisco International Airport,San Francisco,SFO,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
JAX,BOS,B6,14089,82073,Jacksonville International Airport,Jacksonville,JAX,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
EWR,BOS,UA,76557,82073,Newark Liberty International Airport,Newark,EWR,NJ,General Edward Lawrence Logan International Airport,Boston,BOS,MA
EWR,BOS,B6,76557,82073,Newark Liberty International Airport,Newark,EWR,NJ,General Edward Lawrence Logan International Airport,Boston,BOS,MA
EWR,BOS,EV,76557,82073,Newark Liberty International Airport,Newark,EWR,NJ,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BNA,BOS,B6,42788,82073,Nashville International Airport,Nashville,BNA,TN,General Edward Lawrence Logan International Airport,Boston,BOS,MA
BNA,BOS,WN,42788,82073,Nashville International Airport,Nashville,BNA,TN,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CLE,BOS,B6,25087,82073,Cleveland Hopkins International Airport,Cleveland,CLE,OH,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CLE,BOS,EV,25087,82073,Cleveland Hopkins International Airport,Cleveland,CLE,OH,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SEA,BOS,B6,99601,82073,Seattle Tacoma International Airport,Seattle,SEA,WA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SEA,BOS,AS,99601,82073,Seattle Tacoma International Airport,Seattle,SEA,WA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
STL,BOS,WN,43005,82073,Lambert St Louis International Airport,St. Louis,STL,MO,General Edward Lawrence Logan International Airport,Boston,BOS,MA
FLL,BOS,B6,59958,82073,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
FLL,BOS,NK,59958,82073,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CLT,BOS,AA,74006,82073,Charlotte Douglas International Airport,Charlotte,CLT,NC,General Edward Lawrence Logan International Airport,Boston,BOS,MA
CLT,BOS,B6,74006,82073,Charlotte Douglas International Airport,Charlotte,CLT,NC,General Edward Lawrence Logan International Airport,Boston,BOS,MA
IAD,BOS,B6,24848,82073,Washington Dulles International Airport,Washington,IAD,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
IAD,BOS,UA,24848,82073,Washington Dulles International Airport,Washington,IAD,VA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MSP,BOS,DL,106716,82073,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,MN,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PBI,BOS,B6,17131,82073,Palm Beach International Airport,West Palm Beach,PBI,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
TPA,BOS,B6,50072,82073,Tampa International Airport,Tampa,TPA,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MCO,BOS,B6,89682,82073,Orlando International Airport,Orlando,MCO,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MCO,BOS,DL,89682,82073,Orlando International Airport,Orlando,MCO,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MCO,BOS,NK,89682,82073,Orlando International Airport,Orlando,MCO,FL,General Edward Lawrence Logan International Airport,Boston,BOS,MA
JFK,BOS,DL,58709,82073,John F Kennedy International Airport,New York,JFK,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
JFK,BOS,B6,58709,82073,John F Kennedy International Airport,New York,JFK,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
JFK,BOS,AA,58709,82073,John F Kennedy International Airport,New York,JFK,NY,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PDX,BOS,B6,43638,82073,Portland International Airport,Portland,PDX,OR,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PDX,BOS,AS,43638,82073,Portland International Airport,Portland,PDX,OR,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SMF,BOS,B6,32727,82073,Sacramento International Airport,Sacramento,SMF,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DEN,BOS,B6,168003,82073,Denver International Airport,Denver,DEN,CO,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DEN,BOS,UA,168003,82073,Denver International Airport,Denver,DEN,CO,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DEN,BOS,WN,168003,82073,Denver International Airport,Denver,DEN,CO,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MKE,BOS,WN,25784,82073,General Mitchell International Airport,Milwaukee,MKE,WI,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PHL,BOS,B6,45880,82073,Philadelphia International Airport,Philadelphia,PHL,PA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PHL,BOS,AA,45880,82073,Philadelphia International Airport,Philadelphia,PHL,PA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
MCI,BOS,WN,34569,82073,Kansas City International Airport,Kansas City,MCI,MO,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SJC,BOS,B6,32808,82073,Norman Y. Mineta San Jose International Airport,San Jose,SJC,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DFW,BOS,B6,67470,82073,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DFW,BOS,NK,67470,82073,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
PHX,BOS,B6,115923,82073,Phoenix Sky Harbor International Airport,Phoenix,PHX,AZ,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAS,BOS,NK,120446,82073,McCarran International Airport,Las Vegas,LAS,NV,General Edward Lawrence Logan International Airport,Boston,BOS,MA
LAS,BOS,B6,120446,82073,McCarran International Airport,Las Vegas,LAS,NV,General Edward Lawrence Logan International Airport,Boston,BOS,MA
DAL,BOS,WN,57648,82073,Dallas Love Field,Dallas,DAL,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
RDU,BOS,B6,25897,82073,Raleigh Durham International Airport,Raleigh-durham,RDU,NC,General Edward Lawrence Logan International Airport,Boston,BOS,MA
HOU,BOS,WN,46467,82073,William P Hobby Airport,Houston,HOU,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
HOU,BOS,B6,46467,82073,William P Hobby Airport,Houston,HOU,TX,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SAN,BOS,AS,60051,82073,San Diego International Airport,San Diego,SAN,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
SAN,BOS,B6,60051,82073,San Diego International Airport,San Diego,SAN,CA,General Edward Lawrence Logan International Airport,Boston,BOS,MA
